"","uid","question","scenario","rating","recall","realrate","know","num_uid"
"870","5f356e8b725d18529807d33c",30,22,74,12,87,22,27
"871","5f4707864e9da80f60935fab",0,5,21,2,66,51,28
"872","5f4707864e9da80f60935fab",1,30,24,18,58,52,28
"873","5f4707864e9da80f60935fab",2,15,83,40,65,31,28
"874","5f4707864e9da80f60935fab",3,13,73,47,82,40,28
"875","5f4707864e9da80f60935fab",4,18,37,16,73,23,28
"876","5f4707864e9da80f60935fab",5,19,55,17,70,21,28
"877","5f4707864e9da80f60935fab",6,31,55,26,75,17,28
"878","5f4707864e9da80f60935fab",7,4,63,36,73,26,28
"879","5f4707864e9da80f60935fab",8,11,57,28,68,39,28
"880","5f4707864e9da80f60935fab",9,1,77,50,74,44,28
"881","5f4707864e9da80f60935fab",10,6,57,40,76,34,28
"882","5f4707864e9da80f60935fab",11,2,80,41,73,47,28
"883","5f4707864e9da80f60935fab",12,26,59,33,82,29,28
"884","5f4707864e9da80f60935fab",13,10,38,13,80,14,28
"885","5f4707864e9da80f60935fab",14,28,95,37,82,34,28
"886","5f4707864e9da80f60935fab",15,23,48,40,92,32,28
"887","5f4707864e9da80f60935fab",16,20,39,14,81,4,28
"888","5f4707864e9da80f60935fab",17,12,82,28,87,22,28
"889","5f4707864e9da80f60935fab",18,21,62,29,78,18,28
"890","5f4707864e9da80f60935fab",19,22,55,47,88,41,28
"891","5f4707864e9da80f60935fab",20,3,59,8,91,8,28
"892","5f4707864e9da80f60935fab",21,16,52,22,93,31,28
"893","5f4707864e9da80f60935fab",22,27,81,39,84,29,28
"894","5f4707864e9da80f60935fab",23,25,100,32,85,31,28
"895","5f4707864e9da80f60935fab",24,8,57,12,92,27,28
"896","5f4707864e9da80f60935fab",25,14,38,7,91,6,28
"897","5f4707864e9da80f60935fab",26,9,55,12,87,11,28
"898","5f4707864e9da80f60935fab",27,7,38,9,87,18,28
"899","5f4707864e9da80f60935fab",28,17,43,13,84,16,28
"900","5f4707864e9da80f60935fab",29,24,60,3,92,4,28
"901","5f4707864e9da80f60935fab",30,29,30,16,73,15,28
"902","5f5452df72345118f58d187b",0,10,32,10,59,43,29
"903","5f5452df72345118f58d187b",1,29,10,60,78,77,29
"904","5f5452df72345118f58d187b",2,25,41,61,82,92,29
"905","5f5452df72345118f58d187b",3,2,27,59,89,79,29
"906","5f5452df72345118f58d187b",4,5,61,67,89,94,29
"907","5f5452df72345118f58d187b",5,31,37,57,83,93,29
"908","5f5452df72345118f58d187b",6,22,94,67,74,93,29
"909","5f5452df72345118f58d187b",7,11,39,64,67,96,29
"910","5f5452df72345118f58d187b",8,20,60,67,70,95,29
"911","5f5452df72345118f58d187b",9,1,97,77,65,95,29
"912","5f5452df72345118f58d187b",10,18,82,80,70,96,29
"913","5f5452df72345118f58d187b",11,21,92,86,82,94,29
"914","5f5452df72345118f58d187b",12,23,59,67,67,96,29
"915","5f5452df72345118f58d187b",13,24,78,66,83,93,29
"916","5f5452df72345118f58d187b",14,26,83,68,77,95,29
"917","5f5452df72345118f58d187b",15,28,70,72,79,96,29
"918","5f5452df72345118f58d187b",16,15,42,57,67,95,29
"919","5f5452df72345118f58d187b",17,6,89,79,81,96,29
"920","5f5452df72345118f58d187b",18,4,18,43,12,81,29
"921","5f5452df72345118f58d187b",19,27,18,64,72,95,29
"922","5f5452df72345118f58d187b",20,14,56,40,60,81,29
"923","5f5452df72345118f58d187b",21,16,62,28,29,88,29
"924","5f5452df72345118f58d187b",22,13,92,73,59,94,29
"925","5f5452df72345118f58d187b",23,30,60,62,61,96,29
"926","5f5452df72345118f58d187b",24,9,65,34,42,89,29
"927","5f5452df72345118f58d187b",25,8,83,59,63,94,29
"928","5f5452df72345118f58d187b",26,3,69,50,39,96,29
"929","5f5452df72345118f58d187b",27,19,25,43,37,94,29
"930","5f5452df72345118f58d187b",28,7,74,15,38,72,29
"931","5f5452df72345118f58d187b",29,12,33,28,41,90,29
"932","5f5452df72345118f58d187b",30,17,87,69,70,96,29
"933","5f5f039252a9217cad40cc18",0,13,98,2,58,17,30
"934","5f5f039252a9217cad40cc18",1,27,20,0,79,68,30
"935","5f5f039252a9217cad40cc18",2,17,81,2,68,53,30
"936","5f5f039252a9217cad40cc18",3,25,90,0,69,59,30
"937","5f5f039252a9217cad40cc18",4,15,19,1,48,12,30
"938","5f5f039252a9217cad40cc18",5,19,47,0,45,11,30
"939","5f5f039252a9217cad40cc18",6,28,63,1,22,21,30
"940","5f5f039252a9217cad40cc18",7,1,49,2,60,12,30
"941","5f5f039252a9217cad40cc18",8,20,80,2,32,10,30
"942","5f5f039252a9217cad40cc18",9,21,92,2,34,18,30
"943","5f5f039252a9217cad40cc18",10,22,87,2,19,18,30
"944","5f5f039252a9217cad40cc18",11,11,86,0,25,8,30
"945","5f5f039252a9217cad40cc18",12,4,45,1,6,8,30
"946","5f5f039252a9217cad40cc18",13,14,47,2,19,14,30
"947","5f5f039252a9217cad40cc18",14,7,51,0,9,11,30
"948","5f5f039252a9217cad40cc18",15,31,47,1,32,19,30
"949","5f5f039252a9217cad40cc18",16,23,29,1,23,17,30
"950","5f5f039252a9217cad40cc18",17,30,71,1,18,16,30
"951","5f5f039252a9217cad40cc18",18,10,67,2,10,10,30
"952","5f5f039252a9217cad40cc18",19,6,86,1,45,5,30
"953","5f5f039252a9217cad40cc18",20,16,50,0,43,14,30
"954","5f5f039252a9217cad40cc18",21,29,77,1,29,6,30
"955","5f5f039252a9217cad40cc18",22,3,77,0,47,9,30
"956","5f5f039252a9217cad40cc18",23,24,52,1,10,5,30
"957","5f5f039252a9217cad40cc18",24,26,99,0,6,1,30
"958","5f5f039252a9217cad40cc18",25,2,47,2,24,7,30
"959","5f5f039252a9217cad40cc18",26,12,18,1,7,1,30
"960","5f5f039252a9217cad40cc18",27,18,47,2,35,18,30
"961","5f5f039252a9217cad40cc18",28,8,67,1,6,4,30
"962","5f5f039252a9217cad40cc18",29,9,71,1,55,9,30
"963","5f5f039252a9217cad40cc18",30,5,62,2,25,3,30
"964","5f7514ff19c40e188cc4f70c",0,26,48,26,99,50,31
"965","5f7514ff19c40e188cc4f70c",1,4,41,5,87,24,31
"966","5f7514ff19c40e188cc4f70c",2,20,79,10,99,8,31
"967","5f7514ff19c40e188cc4f70c",3,11,92,7,89,9,31
"968","5f7514ff19c40e188cc4f70c",4,14,93,25,85,18,31
"969","5f7514ff19c40e188cc4f70c",5,17,99,86,99,75,31
"970","5f7514ff19c40e188cc4f70c",6,25,15,77,83,49,31
"971","5f7514ff19c40e188cc4f70c",7,6,15,14,77,16,31
"972","5f7514ff19c40e188cc4f70c",8,27,98,56,96,29,31
"973","5f7514ff19c40e188cc4f70c",9,21,98,53,98,16,31
"974","5f7514ff19c40e188cc4f70c",10,15,96,3,94,5,31
"975","5f7514ff19c40e188cc4f70c",11,8,52,2,49,15,31
"976","5f7514ff19c40e188cc4f70c",12,7,89,24,96,32,31
"977","5f7514ff19c40e188cc4f70c",13,30,83,8,98,3,31
"978","5f7514ff19c40e188cc4f70c",14,19,91,66,64,52,31
"979","5f7514ff19c40e188cc4f70c",15,22,60,31,85,27,31
"980","5f7514ff19c40e188cc4f70c",16,31,75,55,98,45,31
"981","5f7514ff19c40e188cc4f70c",17,3,99,48,99,18,31
"982","5f7514ff19c40e188cc4f70c",18,5,68,13,98,2,31
"983","5f7514ff19c40e188cc4f70c",19,24,60,10,15,8,31
"984","5f7514ff19c40e188cc4f70c",20,28,51,5,98,3,31
"985","5f7514ff19c40e188cc4f70c",21,18,67,12,97,8,31
"986","5f7514ff19c40e188cc4f70c",22,13,99,100,98,29,31
"987","5f7514ff19c40e188cc4f70c",23,10,94,2,50,4,31
"988","5f7514ff19c40e188cc4f70c",24,2,98,1,99,9,31
"989","5f7514ff19c40e188cc4f70c",25,29,56,4,79,8,31
"990","5f7514ff19c40e188cc4f70c",26,16,36,3,50,4,31
"991","5f7514ff19c40e188cc4f70c",27,1,98,55,98,24,31
"992","5f7514ff19c40e188cc4f70c",28,23,14,7,76,6,31
"993","5f7514ff19c40e188cc4f70c",29,12,65,20,96,10,31
"994","5f7514ff19c40e188cc4f70c",30,9,18,8,84,1,31
"995","5fb219d125498577f2aa3a6d",0,12,37,23,81,52,32
"996","5fb219d125498577f2aa3a6d",1,15,88,69,96,48,32
"997","5fb219d125498577f2aa3a6d",2,3,23,43,85,51,32
"998","5fb219d125498577f2aa3a6d",3,31,95,59,97,54,32
"999","5fb219d125498577f2aa3a6d",4,28,25,52,79,54,32
"1000","5fb219d125498577f2aa3a6d",5,10,4,56,54,46,32
"1001","5fb219d125498577f2aa3a6d",6,25,44,49,87,44,32
"1002","5fb219d125498577f2aa3a6d",7,16,44,51,58,68,32
"1003","5fb219d125498577f2aa3a6d",8,13,73,65,85,47,32
"1004","5fb219d125498577f2aa3a6d",9,20,9,57,89,53,32
"1005","5fb219d125498577f2aa3a6d",10,5,95,95,92,84,32
"1006","5fb219d125498577f2aa3a6d",11,9,4,68,80,69,32
"1007","5fb219d125498577f2aa3a6d",12,11,81,73,96,73,32
"1008","5fb219d125498577f2aa3a6d",13,30,47,62,68,72,32
"1009","5fb219d125498577f2aa3a6d",14,8,74,64,89,60,32
"1010","5fb219d125498577f2aa3a6d",15,6,92,77,84,83,32
"1011","5fb219d125498577f2aa3a6d",16,4,4,53,70,48,32
"1012","5fb219d125498577f2aa3a6d",17,21,50,61,78,65,32
"1013","5fb219d125498577f2aa3a6d",18,18,6,40,94,50,32
"1014","5fb219d125498577f2aa3a6d",19,1,93,88,96,89,32
"1015","5fb219d125498577f2aa3a6d",20,26,47,50,63,47,32
"1016","5fb219d125498577f2aa3a6d",21,19,93,82,92,85,32
"1017","5fb219d125498577f2aa3a6d",22,27,98,91,98,93,32
"1018","5fb219d125498577f2aa3a6d",23,23,61,69,87,84,32
"1019","5fb219d125498577f2aa3a6d",24,7,91,82,93,79,32
"1020","5fb219d125498577f2aa3a6d",25,22,90,83,84,83,32
"1021","5fb219d125498577f2aa3a6d",26,24,94,85,88,87,32
"1022","5fb219d125498577f2aa3a6d",27,14,76,69,62,70,32
"1023","5fb219d125498577f2aa3a6d",28,29,81,90,91,77,32
"1024","5fb219d125498577f2aa3a6d",29,17,86,84,88,80,32
"1025","5fb219d125498577f2aa3a6d",30,2,94,92,89,86,32
"1026","5fb96b9798cd084465b0bf36",0,24,80,3,93,9,33
"1027","5fb96b9798cd084465b0bf36",1,21,98,21,99,51,33
"1028","5fb96b9798cd084465b0bf36",2,23,16,71,99,77,33
"1029","5fb96b9798cd084465b0bf36",3,13,100,100,100,51,33
"1030","5fb96b9798cd084465b0bf36",4,1,92,97,100,98,33
"1031","5fb96b9798cd084465b0bf36",5,28,6,48,89,42,33
"1032","5fb96b9798cd084465b0bf36",6,26,20,5,60,31,33
"1033","5fb96b9798cd084465b0bf36",7,19,47,5,76,48,33
"1034","5fb96b9798cd084465b0bf36",8,4,10,7,49,8,33
"1035","5fb96b9798cd084465b0bf36",9,10,13,10,71,32,33
"1036","5fb96b9798cd084465b0bf36",10,27,96,94,97,49,33
"1037","5fb96b9798cd084465b0bf36",11,3,48,11,94,55,33
"1038","5fb96b9798cd084465b0bf36",12,31,46,99,98,48,33
"1039","5fb96b9798cd084465b0bf36",13,22,62,10,7,1,33
"1040","5fb96b9798cd084465b0bf36",14,11,12,3,58,3,33
"1041","5fb96b9798cd084465b0bf36",15,17,98,15,46,11,33
"1042","5fb96b9798cd084465b0bf36",16,29,36,9,81,18,33
"1043","5fb96b9798cd084465b0bf36",17,6,29,61,100,64,33
"1044","5fb96b9798cd084465b0bf36",18,8,100,8,86,50,33
"1045","5fb96b9798cd084465b0bf36",19,7,53,13,80,49,33
"1046","5fb96b9798cd084465b0bf36",20,12,9,18,74,44,33
"1047","5fb96b9798cd084465b0bf36",21,20,86,16,99,79,33
"1048","5fb96b9798cd084465b0bf36",22,16,44,14,57,15,33
"1049","5fb96b9798cd084465b0bf36",23,14,95,13,58,10,33
"1050","5fb96b9798cd084465b0bf36",24,2,98,55,91,44,33
"1051","5fb96b9798cd084465b0bf36",25,18,99,82,98,75,33
"1052","5fb96b9798cd084465b0bf36",26,15,100,13,97,7,33
"1053","5fb96b9798cd084465b0bf36",27,9,31,2,55,5,33
"1054","5fb96b9798cd084465b0bf36",28,30,45,96,98,52,33
"1055","5fb96b9798cd084465b0bf36",29,5,98,8,96,16,33
"1056","5fb96b9798cd084465b0bf36",30,25,99,25,97,18,33
"1057","6018a5c0e1600b187ccb8693",0,19,62,19,41,34,34
"1058","6018a5c0e1600b187ccb8693",1,17,53,28,41,26,34
"1059","6018a5c0e1600b187ccb8693",2,21,35,50,56,44,34
"1060","6018a5c0e1600b187ccb8693",3,29,42,58,71,56,34
"1061","6018a5c0e1600b187ccb8693",4,18,56,46,36,50,34
"1062","6018a5c0e1600b187ccb8693",5,20,55,63,64,36,34
"1063","6018a5c0e1600b187ccb8693",6,25,9,29,33,33,34
"1064","6018a5c0e1600b187ccb8693",7,11,64,52,49,51,34
"1065","6018a5c0e1600b187ccb8693",8,9,31,50,57,37,34
"1066","6018a5c0e1600b187ccb8693",9,2,22,34,35,40,34
"1067","6018a5c0e1600b187ccb8693",10,12,34,37,23,31,34
"1068","6018a5c0e1600b187ccb8693",11,7,39,49,54,25,34
"1069","6018a5c0e1600b187ccb8693",12,3,62,36,35,37,34
"1070","6018a5c0e1600b187ccb8693",13,31,30,64,41,42,34
"1071","6018a5c0e1600b187ccb8693",14,5,42,56,42,44,34
"1072","6018a5c0e1600b187ccb8693",15,16,41,53,19,37,34
"1073","6018a5c0e1600b187ccb8693",16,26,66,47,41,59,34
"1074","6018a5c0e1600b187ccb8693",17,23,37,41,50,25,34
"1075","6018a5c0e1600b187ccb8693",18,14,48,68,44,45,34
"1076","6018a5c0e1600b187ccb8693",19,15,45,23,22,20,34
"1077","6018a5c0e1600b187ccb8693",20,6,48,30,28,30,34
"1078","6018a5c0e1600b187ccb8693",21,1,35,20,20,21,34
"1079","6018a5c0e1600b187ccb8693",22,30,32,25,32,25,34
"1080","6018a5c0e1600b187ccb8693",23,28,48,33,21,19,34
"1081","6018a5c0e1600b187ccb8693",24,4,27,20,20,28,34
"1082","6018a5c0e1600b187ccb8693",25,24,29,28,19,28,34
"1083","6018a5c0e1600b187ccb8693",26,10,37,30,28,27,34
"1084","6018a5c0e1600b187ccb8693",27,27,40,29,37,28,34
"1085","6018a5c0e1600b187ccb8693",28,8,50,31,39,42,34
"1086","6018a5c0e1600b187ccb8693",29,13,45,26,27,28,34
"1087","6018a5c0e1600b187ccb8693",30,22,44,29,36,40,34
"1088","6047f80cc61dc41192a71f60",0,5,69,3,97,2,35
"1089","6047f80cc61dc41192a71f60",1,16,90,5,94,5,35
"1090","6047f80cc61dc41192a71f60",2,26,50,1,86,1,35
"1091","6047f80cc61dc41192a71f60",3,27,98,2,98,4,35
"1092","6047f80cc61dc41192a71f60",4,31,96,3,90,5,35
"1093","6047f80cc61dc41192a71f60",5,23,97,3,100,3,35
"1094","6047f80cc61dc41192a71f60",6,7,43,3,47,6,35
"1095","6047f80cc61dc41192a71f60",7,18,53,3,95,8,35
"1096","6047f80cc61dc41192a71f60",8,6,35,3,88,10,35
"1097","6047f80cc61dc41192a71f60",9,20,68,0,92,2,35
"1098","6047f80cc61dc41192a71f60",10,22,97,5,97,6,35
"1099","6047f80cc61dc41192a71f60",11,1,96,4,98,4,35
"1100","6047f80cc61dc41192a71f60",12,30,95,5,94,8,35
"1101","6047f80cc61dc41192a71f60",13,2,16,0,98,8,35
"1102","6047f80cc61dc41192a71f60",14,29,89,1,97,4,35
"1103","6047f80cc61dc41192a71f60",15,10,11,1,91,6,35
"1104","6047f80cc61dc41192a71f60",16,28,2,5,89,6,35
"1105","6047f80cc61dc41192a71f60",17,19,48,1,93,6,35
"1106","6047f80cc61dc41192a71f60",18,8,94,6,84,8,35
"1107","6047f80cc61dc41192a71f60",19,11,93,5,92,4,35
"1108","6047f80cc61dc41192a71f60",20,15,23,6,86,8,35
"1109","6047f80cc61dc41192a71f60",21,24,92,11,83,14,35
"1110","6047f80cc61dc41192a71f60",22,3,14,8,93,13,35
"1111","6047f80cc61dc41192a71f60",23,4,25,11,86,5,35
"1112","6047f80cc61dc41192a71f60",24,17,24,4,89,9,35
"1113","6047f80cc61dc41192a71f60",25,13,94,5,92,3,35
"1114","6047f80cc61dc41192a71f60",26,14,42,6,87,8,35
"1115","6047f80cc61dc41192a71f60",27,25,61,2,89,15,35
"1116","6047f80cc61dc41192a71f60",28,21,54,7,79,9,35
"1117","6047f80cc61dc41192a71f60",29,12,88,10,79,17,35
"1118","6047f80cc61dc41192a71f60",30,9,89,8,84,6,35
"1119","6091448b2ddfafebfc8b83b3",0,15,31,50,81,72,36
"1120","6091448b2ddfafebfc8b83b3",1,8,44,30,48,38,36
"1121","6091448b2ddfafebfc8b83b3",2,12,87,79,89,80,36
"1122","6091448b2ddfafebfc8b83b3",3,24,83,59,50,48,36
"1123","6091448b2ddfafebfc8b83b3",4,9,47,61,49,63,36
"1124","6091448b2ddfafebfc8b83b3",5,6,67,48,72,46,36
"1125","6091448b2ddfafebfc8b83b3",6,30,33,57,42,52,36
"1126","6091448b2ddfafebfc8b83b3",7,17,94,83,87,77,36
"1127","6091448b2ddfafebfc8b83b3",8,14,82,50,61,45,36
"1128","6091448b2ddfafebfc8b83b3",9,26,51,32,37,22,36
"1129","6091448b2ddfafebfc8b83b3",10,28,28,42,57,38,36
"1130","6091448b2ddfafebfc8b83b3",11,31,64,39,54,32,36
"1131","6091448b2ddfafebfc8b83b3",12,20,54,42,60,33,36
"1132","6091448b2ddfafebfc8b83b3",13,2,82,49,57,46,36
"1133","6091448b2ddfafebfc8b83b3",14,7,42,47,47,41,36
"1134","6091448b2ddfafebfc8b83b3",15,22,64,42,58,35,36
"1135","6091448b2ddfafebfc8b83b3",16,29,46,46,49,28,36
"1136","6091448b2ddfafebfc8b83b3",17,3,33,38,61,36,36
"1137","6091448b2ddfafebfc8b83b3",18,21,36,39,60,36,36
"1138","6091448b2ddfafebfc8b83b3",19,23,49,42,54,42,36
"1139","6091448b2ddfafebfc8b83b3",20,25,79,55,76,53,36
"1140","6091448b2ddfafebfc8b83b3",21,18,95,52,83,43,36
"1141","6091448b2ddfafebfc8b83b3",22,11,35,37,54,28,36
"1142","6091448b2ddfafebfc8b83b3",23,1,35,51,74,46,36
"1143","6091448b2ddfafebfc8b83b3",24,10,61,48,79,43,36
"1144","6091448b2ddfafebfc8b83b3",25,13,84,68,82,51,36
"1145","6091448b2ddfafebfc8b83b3",26,27,71,62,82,56,36
"1146","6091448b2ddfafebfc8b83b3",27,19,54,46,54,45,36
"1147","6091448b2ddfafebfc8b83b3",28,4,30,15,27,30,36
"1148","6091448b2ddfafebfc8b83b3",29,5,72,40,64,45,36
"1149","6091448b2ddfafebfc8b83b3",30,16,41,40,58,30,36
"1150","60b38213928fdb2d6d9d8c9c",0,5,95,68,92,50,37
"1151","60b38213928fdb2d6d9d8c9c",1,9,6,85,92,10,37
"1152","60b38213928fdb2d6d9d8c9c",2,8,26,77,91,7,37
"1153","60b38213928fdb2d6d9d8c9c",3,16,11,95,91,5,37
"1154","60b38213928fdb2d6d9d8c9c",4,17,44,95,85,9,37
"1155","60b38213928fdb2d6d9d8c9c",5,1,4,96,97,7,37
"1156","60b38213928fdb2d6d9d8c9c",6,15,91,93,97,5,37
"1157","60b38213928fdb2d6d9d8c9c",7,14,90,51,96,3,37
"1158","60b38213928fdb2d6d9d8c9c",8,30,95,96,95,17,37
"1159","60b38213928fdb2d6d9d8c9c",9,11,96,95,96,16,37
"1160","60b38213928fdb2d6d9d8c9c",10,12,52,93,93,87,37
"1161","60b38213928fdb2d6d9d8c9c",11,28,91,95,92,54,37
"1162","60b38213928fdb2d6d9d8c9c",12,22,98,99,95,47,37
"1163","60b38213928fdb2d6d9d8c9c",13,7,48,95,95,46,37
"1164","60b38213928fdb2d6d9d8c9c",14,29,59,96,97,50,37
"1165","60b38213928fdb2d6d9d8c9c",15,24,80,93,93,39,37
"1166","60b38213928fdb2d6d9d8c9c",16,4,95,97,97,46,37
"1167","60b38213928fdb2d6d9d8c9c",17,31,98,97,97,50,37
"1168","60b38213928fdb2d6d9d8c9c",18,6,96,96,89,46,37
"1169","60b38213928fdb2d6d9d8c9c",19,2,94,94,95,47,37
"1170","60b38213928fdb2d6d9d8c9c",20,18,85,92,98,57,37
"1171","60b38213928fdb2d6d9d8c9c",21,25,98,96,94,55,37
"1172","60b38213928fdb2d6d9d8c9c",22,19,98,94,95,47,37
"1173","60b38213928fdb2d6d9d8c9c",23,26,61,92,99,50,37
"1174","60b38213928fdb2d6d9d8c9c",24,27,99,99,97,51,37
"1175","60b38213928fdb2d6d9d8c9c",25,21,99,98,95,56,37
"1176","60b38213928fdb2d6d9d8c9c",26,23,97,96,96,44,37
"1177","60b38213928fdb2d6d9d8c9c",27,10,53,98,97,43,37
"1178","60b38213928fdb2d6d9d8c9c",28,20,70,98,100,49,37
"1179","60b38213928fdb2d6d9d8c9c",29,13,72,98,99,45,37
"1180","60b38213928fdb2d6d9d8c9c",30,3,86,99,95,45,37
"1181","60baaa995c09d3162511871d",0,26,55,11,29,13,38
"1182","60baaa995c09d3162511871d",1,10,15,23,21,14,38
"1183","60baaa995c09d3162511871d",2,28,28,18,19,13,38
"1184","60baaa995c09d3162511871d",3,22,98,61,62,48,38
"1185","60baaa995c09d3162511871d",4,4,53,16,21,15,38
"1186","60baaa995c09d3162511871d",5,6,36,41,25,26,38
"1187","60baaa995c09d3162511871d",6,29,27,53,43,43,38
"1188","60baaa995c09d3162511871d",7,12,77,56,60,42,38
"1189","60baaa995c09d3162511871d",8,30,55,43,43,37,38
"1190","60baaa995c09d3162511871d",9,16,27,29,36,50,38
"1191","60baaa995c09d3162511871d",10,18,49,31,61,49,38
"1192","60baaa995c09d3162511871d",11,23,39,38,49,39,38
"1193","60baaa995c09d3162511871d",12,19,80,47,53,30,38
"1194","60baaa995c09d3162511871d",13,21,73,63,58,79,38
"1195","60baaa995c09d3162511871d",14,13,50,55,54,48,38
"1196","60baaa995c09d3162511871d",15,14,39,26,25,45,38
"1197","60baaa995c09d3162511871d",16,27,71,71,74,75,38
"1198","60baaa995c09d3162511871d",17,3,20,28,22,18,38
"1199","60baaa995c09d3162511871d",18,5,57,61,51,53,38
"1200","60baaa995c09d3162511871d",19,17,36,37,36,64,38
"1201","60baaa995c09d3162511871d",20,2,40,48,61,49,38
"1202","60baaa995c09d3162511871d",21,20,48,53,43,41,38
"1203","60baaa995c09d3162511871d",22,25,42,58,52,47,38
"1204","60baaa995c09d3162511871d",23,9,61,64,46,40,38
"1205","60baaa995c09d3162511871d",24,15,40,35,21,31,38
"1206","60baaa995c09d3162511871d",25,24,33,26,34,24,38
"1207","60baaa995c09d3162511871d",26,11,50,49,57,44,38
"1208","60baaa995c09d3162511871d",27,31,71,61,69,60,38
"1209","60baaa995c09d3162511871d",28,1,57,54,48,44,38
"1210","60baaa995c09d3162511871d",29,8,64,36,41,32,38
"1211","60baaa995c09d3162511871d",30,7,66,53,60,45,38
"1212","60e3abf8c7ce5b28f917f5d3",0,2,60,14,81,16,39
"1213","60e3abf8c7ce5b28f917f5d3",1,19,33,37,62,24,39
"1214","60e3abf8c7ce5b28f917f5d3",2,14,50,24,14,14,39
"1215","60e3abf8c7ce5b28f917f5d3",3,10,72,24,67,15,39
"1216","60e3abf8c7ce5b28f917f5d3",4,8,38,27,45,22,39
"1217","60e3abf8c7ce5b28f917f5d3",5,16,62,14,34,31,39
"1218","60e3abf8c7ce5b28f917f5d3",6,23,47,75,23,56,39
"1219","60e3abf8c7ce5b28f917f5d3",7,12,0,18,50,10,39
"1220","60e3abf8c7ce5b28f917f5d3",8,22,50,25,49,15,39
"1221","60e3abf8c7ce5b28f917f5d3",9,13,67,29,55,21,39
"1222","60e3abf8c7ce5b28f917f5d3",10,9,20,25,36,14,39
"1223","60e3abf8c7ce5b28f917f5d3",11,1,51,10,52,11,39
"1224","60e3abf8c7ce5b28f917f5d3",12,29,58,27,58,18,39
"1225","60e3abf8c7ce5b28f917f5d3",13,18,69,24,62,19,39
"1226","60e3abf8c7ce5b28f917f5d3",14,20,43,20,65,21,39
"1227","60e3abf8c7ce5b28f917f5d3",15,7,18,16,47,33,39
"1228","60e3abf8c7ce5b28f917f5d3",16,3,40,19,28,10,39
"1229","60e3abf8c7ce5b28f917f5d3",17,27,63,24,80,18,39
"1230","60e3abf8c7ce5b28f917f5d3",18,17,30,25,31,15,39
"1231","60e3abf8c7ce5b28f917f5d3",19,28,25,20,35,19,39
"1232","60e3abf8c7ce5b28f917f5d3",20,30,50,14,20,14,39
"1233","60e3abf8c7ce5b28f917f5d3",21,15,77,14,38,15,39
"1234","60e3abf8c7ce5b28f917f5d3",22,5,80,14,65,11,39
"1235","60e3abf8c7ce5b28f917f5d3",23,11,59,29,23,16,39
"1236","60e3abf8c7ce5b28f917f5d3",24,26,27,15,15,18,39
"1237","60e3abf8c7ce5b28f917f5d3",25,25,29,23,20,14,39
"1238","60e3abf8c7ce5b28f917f5d3",26,31,98,31,85,62,39
"1239","60e3abf8c7ce5b28f917f5d3",27,21,15,29,26,16,39
"1240","60e3abf8c7ce5b28f917f5d3",28,4,46,23,14,10,39
"1241","60e3abf8c7ce5b28f917f5d3",29,6,22,38,44,38,39
"1242","60e3abf8c7ce5b28f917f5d3",30,24,82,33,10,17,39
"1243","60e4c09a4b30f16f5a1053e7",0,24,84,1,34,1,40
"1244","60e4c09a4b30f16f5a1053e7",1,2,1,29,48,12,40
"1245","60e4c09a4b30f16f5a1053e7",2,30,74,84,80,27,40
"1246","60e4c09a4b30f16f5a1053e7",3,14,99,10,89,0,40
"1247","60e4c09a4b30f16f5a1053e7",4,18,3,3,81,8,40
"1248","60e4c09a4b30f16f5a1053e7",5,1,11,1,49,7,40
"1249","60e4c09a4b30f16f5a1053e7",6,27,5,1,13,1,40
"1250","60e4c09a4b30f16f5a1053e7",7,23,69,75,95,45,40
"1251","60e4c09a4b30f16f5a1053e7",8,19,4,0,54,2,40
"1252","60e4c09a4b30f16f5a1053e7",9,11,79,5,94,37,40
"1253","60e4c09a4b30f16f5a1053e7",10,5,86,2,91,3,40
"1254","60e4c09a4b30f16f5a1053e7",11,17,87,26,84,50,40
"1255","60e4c09a4b30f16f5a1053e7",12,20,56,2,9,2,40
"1256","60e4c09a4b30f16f5a1053e7",13,4,28,3,52,2,40
"1257","60e4c09a4b30f16f5a1053e7",14,6,86,6,86,1,40
"1258","60e4c09a4b30f16f5a1053e7",15,29,75,84,98,57,40
"1259","60e4c09a4b30f16f5a1053e7",16,8,67,1,49,2,40
"1260","60e4c09a4b30f16f5a1053e7",17,13,98,98,98,83,40
"1261","60e4c09a4b30f16f5a1053e7",18,21,16,1,44,1,40
"1262","60e4c09a4b30f16f5a1053e7",19,7,51,10,49,1,40
"1263","60e4c09a4b30f16f5a1053e7",20,26,25,14,61,5,40
"1264","60e4c09a4b30f16f5a1053e7",21,25,99,88,100,75,40
"1265","60e4c09a4b30f16f5a1053e7",22,16,39,15,16,3,40
"1266","60e4c09a4b30f16f5a1053e7",23,31,98,100,99,47,40
"1267","60e4c09a4b30f16f5a1053e7",24,22,97,79,84,50,40
"1268","60e4c09a4b30f16f5a1053e7",25,15,81,15,81,1,40
"1269","60e4c09a4b30f16f5a1053e7",26,3,91,0,88,0,40
"1270","60e4c09a4b30f16f5a1053e7",27,10,99,40,76,14,40
"1271","60e4c09a4b30f16f5a1053e7",28,9,79,44,85,33,40
"1272","60e4c09a4b30f16f5a1053e7",29,28,99,23,84,4,40
