subject,scenario,trial_number,physical,document,witness,character
5bc0ac845a09ea00012e2d30,19,8,ambiguous,clear_in,clear_ex,clear_ex
5bc0ac845a09ea00012e2d30,4,9,ambiguous,clear_in,none,clear_in
5bc0ac845a09ea00012e2d30,3,10,clear_ex,clear_in,ambiguous,clear_in
5bc0ac845a09ea00012e2d30,12,11,ambiguous,ambiguous,clear_in,none
5bc0ac845a09ea00012e2d30,11,12,none,clear_in,clear_ex,none
5bc0ac845a09ea00012e2d30,31,13,none,clear_in,ambiguous,clear_in
5bc0ac845a09ea00012e2d30,26,14,none,none,clear_in,none
5bc0ac845a09ea00012e2d30,9,15,clear_in,none,clear_in,none
5bc0ac845a09ea00012e2d30,7,16,none,none,clear_in,clear_ex
5bc0ac845a09ea00012e2d30,13,17,clear_ex,clear_in,none,clear_in
5bc0ac845a09ea00012e2d30,15,18,clear_in,none,clear_in,clear_ex
5bc0ac845a09ea00012e2d30,29,19,none,clear_ex,clear_in,none
5bc0ac845a09ea00012e2d30,20,20,ambiguous,clear_in,clear_in,none
5bc0ac845a09ea00012e2d30,16,21,ambiguous,clear_ex,clear_in,none
5bc0ac845a09ea00012e2d30,5,22,clear_in,ambiguous,ambiguous,clear_ex
5bc0ac845a09ea00012e2d30,24,23,clear_in,ambiguous,clear_ex,none
5bc0ac845a09ea00012e2d30,28,24,clear_in,clear_in,none,clear_in
5bc0ac845a09ea00012e2d30,23,25,ambiguous,clear_in,none,none
5bc0ac845a09ea00012e2d30,8,26,clear_in,ambiguous,ambiguous,none
5bc0ac845a09ea00012e2d30,10,27,clear_in,none,clear_ex,none
5bc0ac845a09ea00012e2d30,2,28,clear_in,clear_ex,clear_in,clear_ex
5bc0ac845a09ea00012e2d30,18,29,clear_ex,clear_in,clear_in,clear_ex
5bc0ac845a09ea00012e2d30,1,30,clear_ex,clear_in,clear_ex,clear_in
5b21c4ab31d0080001b9f55e,14,0,clear_in,ambiguous,ambiguous,clear_in
5b21c4ab31d0080001b9f55e,17,1,clear_in,ambiguous,clear_in,clear_ex
5b21c4ab31d0080001b9f55e,28,2,clear_in,none,ambiguous,none
5b21c4ab31d0080001b9f55e,22,3,clear_in,clear_in,clear_in,clear_ex
5b21c4ab31d0080001b9f55e,11,4,clear_ex,clear_in,clear_in,clear_in
5b21c4ab31d0080001b9f55e,1,5,clear_in,clear_in,clear_ex,none
5b21c4ab31d0080001b9f55e,24,6,none,clear_in,clear_ex,clear_in
5b21c4ab31d0080001b9f55e,12,7,none,clear_in,none,clear_in
5b21c4ab31d0080001b9f55e,27,8,clear_in,none,clear_in,clear_ex
5b21c4ab31d0080001b9f55e,7,9,ambiguous,clear_in,ambiguous,clear_ex
5b21c4ab31d0080001b9f55e,4,10,clear_in,none,clear_in,clear_in
5b21c4ab31d0080001b9f55e,5,11,clear_in,ambiguous,clear_in,clear_in
5b21c4ab31d0080001b9f55e,16,12,none,clear_in,none,none
5b21c4ab31d0080001b9f55e,3,13,clear_in,ambiguous,clear_ex,clear_ex
5b21c4ab31d0080001b9f55e,8,14,ambiguous,clear_in,none,none
5b21c4ab31d0080001b9f55e,15,15,none,ambiguous,clear_in,none
5b21c4ab31d0080001b9f55e,19,16,clear_ex,ambiguous,clear_in,none
5b21c4ab31d0080001b9f55e,18,17,clear_in,clear_in,clear_ex,clear_in
5b21c4ab31d0080001b9f55e,30,18,clear_in,none,clear_in,none
5b21c4ab31d0080001b9f55e,21,19,clear_in,none,clear_ex,none
5b21c4ab31d0080001b9f55e,9,20,ambiguous,clear_in,clear_ex,none
5b21c4ab31d0080001b9f55e,13,21,none,clear_ex,clear_in,clear_in
5b21c4ab31d0080001b9f55e,26,22,clear_in,none,none,clear_ex
5b21c4ab31d0080001b9f55e,2,23,clear_in,clear_in,none,clear_ex
5b21c4ab31d0080001b9f55e,20,24,clear_in,none,ambiguous,clear_in
5b21c4ab31d0080001b9f55e,23,25,clear_ex,clear_in,none,none
5b21c4ab31d0080001b9f55e,31,26,ambiguous,none,clear_in,clear_ex
5b21c4ab31d0080001b9f55e,6,27,none,clear_in,clear_in,clear_ex
5b21c4ab31d0080001b9f55e,29,28,clear_ex,ambiguous,clear_in,clear_ex
5b21c4ab31d0080001b9f55e,10,29,clear_in,ambiguous,none,none
5b21c4ab31d0080001b9f55e,25,30,clear_in,ambiguous,ambiguous,none
64badb09518eb5b219132eea,1,0,clear_in,clear_in,ambiguous,clear_ex
64badb09518eb5b219132eea,13,1,clear_in,clear_ex,clear_ex,clear_in
64badb09518eb5b219132eea,20,2,ambiguous,clear_in,clear_in,clear_ex
64badb09518eb5b219132eea,16,3,clear_ex,none,clear_in,clear_in
64badb09518eb5b219132eea,28,4,ambiguous,clear_in,clear_ex,clear_ex
64badb09518eb5b219132eea,22,5,none,clear_ex,clear_in,none
64badb09518eb5b219132eea,19,6,ambiguous,clear_in,ambiguous,clear_ex
64badb09518eb5b219132eea,5,7,clear_in,clear_ex,ambiguous,none
64badb09518eb5b219132eea,8,8,none,none,clear_in,clear_ex
64badb09518eb5b219132eea,7,9,none,clear_in,clear_ex,clear_in
64badb09518eb5b219132eea,24,10,clear_in,clear_ex,ambiguous,clear_ex
64badb09518eb5b219132eea,30,11,clear_in,clear_ex,none,none
64badb09518eb5b219132eea,6,12,ambiguous,none,clear_in,clear_ex
64badb09518eb5b219132eea,26,13,none,clear_ex,clear_in,clear_in
64badb09518eb5b219132eea,9,14,clear_in,clear_ex,clear_in,clear_ex
64badb09518eb5b219132eea,14,15,none,clear_in,clear_in,clear_ex
64badb09518eb5b219132eea,31,16,clear_ex,clear_in,none,clear_in
64badb09518eb5b219132eea,11,17,clear_ex,clear_in,ambiguous,none
64badb09518eb5b219132eea,25,18,clear_in,clear_in,clear_ex,none
64badb09518eb5b219132eea,29,19,clear_in,ambiguous,clear_in,clear_in
64badb09518eb5b219132eea,2,20,clear_in,clear_in,clear_in,clear_in
64badb09518eb5b219132eea,3,21,clear_in,ambiguous,none,none
64badb09518eb5b219132eea,27,22,clear_in,none,clear_in,none
64badb09518eb5b219132eea,18,23,clear_in,clear_in,clear_ex,clear_in
64badb09518eb5b219132eea,10,24,none,clear_in,ambiguous,none
64badb09518eb5b219132eea,21,25,clear_in,clear_in,none,clear_ex
64badb09518eb5b219132eea,15,26,clear_in,ambiguous,ambiguous,clear_in
64badb09518eb5b219132eea,23,27,clear_in,none,ambiguous,none
64badb09518eb5b219132eea,12,28,ambiguous,clear_in,clear_ex,none
64badb09518eb5b219132eea,17,29,none,ambiguous,clear_in,none
64badb09518eb5b219132eea,4,30,clear_ex,clear_in,ambiguous,clear_ex
566c9284d408ea000519c6d7,12,0,clear_in,none,none,clear_ex
566c9284d408ea000519c6d7,25,1,none,ambiguous,clear_in,clear_in
566c9284d408ea000519c6d7,3,2,clear_in,none,ambiguous,none
566c9284d408ea000519c6d7,22,3,clear_in,clear_in,ambiguous,clear_in
566c9284d408ea000519c6d7,5,4,clear_in,ambiguous,none,none
566c9284d408ea000519c6d7,15,5,clear_ex,ambiguous,clear_in,clear_in
566c9284d408ea000519c6d7,7,6,clear_ex,clear_in,clear_in,clear_ex
566c9284d408ea000519c6d7,13,7,none,clear_in,none,clear_ex
566c9284d408ea000519c6d7,2,8,clear_ex,clear_ex,clear_in,clear_in
566c9284d408ea000519c6d7,4,9,clear_ex,ambiguous,clear_in,clear_ex
566c9284d408ea000519c6d7,8,10,clear_in,none,none,clear_in
566c9284d408ea000519c6d7,14,11,ambiguous,clear_in,none,clear_in
566c9284d408ea000519c6d7,26,12,ambiguous,clear_ex,clear_in,clear_in
566c9284d408ea000519c6d7,18,13,clear_in,none,ambiguous,clear_in
566c9284d408ea000519c6d7,21,14,clear_in,ambiguous,clear_in,clear_ex
566c9284d408ea000519c6d7,10,15,clear_in,clear_ex,ambiguous,clear_ex
566c9284d408ea000519c6d7,20,16,ambiguous,none,clear_in,clear_ex
566c9284d408ea000519c6d7,6,17,ambiguous,clear_in,none,none
566c9284d408ea000519c6d7,27,18,clear_ex,clear_in,ambiguous,clear_ex
566c9284d408ea000519c6d7,1,19,clear_in,none,clear_in,clear_ex
566c9284d408ea000519c6d7,16,20,ambiguous,clear_in,clear_ex,clear_in
566c9284d408ea000519c6d7,9,21,clear_ex,none,clear_in,none
566c9284d408ea000519c6d7,19,22,clear_in,clear_in,clear_in,clear_ex
566c9284d408ea000519c6d7,30,23,ambiguous,clear_in,clear_ex,none
566c9284d408ea000519c6d7,17,24,ambiguous,ambiguous,clear_in,clear_in
566c9284d408ea000519c6d7,24,25,clear_in,ambiguous,clear_ex,none
566c9284d408ea000519c6d7,29,26,ambiguous,clear_ex,clear_in,clear_ex
566c9284d408ea000519c6d7,31,27,clear_in,none,clear_in,clear_in
566c9284d408ea000519c6d7,28,28,none,clear_in,clear_in,clear_ex
566c9284d408ea000519c6d7,23,29,clear_in,ambiguous,clear_ex,clear_ex
566c9284d408ea000519c6d7,11,30,clear_ex,ambiguous,clear_in,none
62e3007fd78a0537dbe4fcbd,25,0,clear_in,ambiguous,none,none
62e3007fd78a0537dbe4fcbd,27,1,ambiguous,clear_in,clear_ex,none
62e3007fd78a0537dbe4fcbd,26,2,clear_in,clear_ex,clear_in,clear_ex
62e3007fd78a0537dbe4fcbd,9,3,ambiguous,none,clear_in,clear_in
62e3007fd78a0537dbe4fcbd,21,4,clear_in,clear_ex,none,none
62e3007fd78a0537dbe4fcbd,31,5,clear_ex,clear_in,ambiguous,clear_in
62e3007fd78a0537dbe4fcbd,6,6,clear_in,none,none,clear_in
62e3007fd78a0537dbe4fcbd,14,7,clear_in,ambiguous,ambiguous,clear_ex
62e3007fd78a0537dbe4fcbd,15,8,clear_in,clear_in,ambiguous,clear_in
62e3007fd78a0537dbe4fcbd,11,9,clear_in,clear_in,none,clear_ex
62e3007fd78a0537dbe4fcbd,3,10,clear_in,clear_ex,clear_ex,clear_in
62e3007fd78a0537dbe4fcbd,13,11,none,none,clear_in,none
62e3007fd78a0537dbe4fcbd,1,12,ambiguous,clear_in,clear_in,clear_ex
62e3007fd78a0537dbe4fcbd,12,13,ambiguous,clear_in,clear_in,none
62e3007fd78a0537dbe4fcbd,19,14,clear_in,clear_in,none,none
62e3007fd78a0537dbe4fcbd,20,15,ambiguous,clear_ex,clear_in,none
62e3007fd78a0537dbe4fcbd,29,16,clear_in,clear_in,clear_ex,clear_in
62e3007fd78a0537dbe4fcbd,16,17,clear_in,clear_ex,clear_in,none
62e3007fd78a0537dbe4fcbd,23,18,ambiguous,clear_in,clear_ex,clear_ex
62e3007fd78a0537dbe4fcbd,22,19,clear_ex,none,clear_in,clear_in
62e3007fd78a0537dbe4fcbd,10,20,clear_in,none,clear_in,none
62e3007fd78a0537dbe4fcbd,18,21,ambiguous,clear_in,none,clear_ex
62e3007fd78a0537dbe4fcbd,28,22,clear_in,clear_in,clear_in,clear_ex
62e3007fd78a0537dbe4fcbd,30,23,clear_in,ambiguous,ambiguous,clear_in
62e3007fd78a0537dbe4fcbd,5,24,none,ambiguous,clear_in,clear_ex
62e3007fd78a0537dbe4fcbd,8,25,clear_ex,clear_in,ambiguous,clear_ex
62e3007fd78a0537dbe4fcbd,7,26,ambiguous,clear_in,ambiguous,none
62e3007fd78a0537dbe4fcbd,24,27,none,ambiguous,clear_in,clear_in
62e3007fd78a0537dbe4fcbd,4,28,none,clear_in,ambiguous,clear_in
62e3007fd78a0537dbe4fcbd,17,29,none,clear_in,none,clear_in
62e3007fd78a0537dbe4fcbd,2,30,clear_in,none,ambiguous,clear_ex
5eea591930ca5f0ddaa75a7f,22,0,clear_in,ambiguous,ambiguous,clear_ex
5eea591930ca5f0ddaa75a7f,2,1,clear_in,clear_ex,ambiguous,clear_in
5eea591930ca5f0ddaa75a7f,5,2,clear_in,clear_in,ambiguous,clear_in
5eea591930ca5f0ddaa75a7f,21,3,clear_in,none,clear_in,none
5eea591930ca5f0ddaa75a7f,4,4,none,ambiguous,clear_in,none
5eea591930ca5f0ddaa75a7f,3,5,none,clear_in,clear_ex,clear_in
5eea591930ca5f0ddaa75a7f,18,6,clear_ex,clear_in,ambiguous,none
5eea591930ca5f0ddaa75a7f,23,7,clear_in,ambiguous,none,clear_in
5eea591930ca5f0ddaa75a7f,27,8,ambiguous,ambiguous,clear_in,clear_in
5eea591930ca5f0ddaa75a7f,1,9,clear_in,ambiguous,ambiguous,clear_in
5eea591930ca5f0ddaa75a7f,13,10,clear_in,clear_ex,none,none
5eea591930ca5f0ddaa75a7f,10,11,ambiguous,clear_in,ambiguous,clear_in
5eea591930ca5f0ddaa75a7f,25,12,ambiguous,clear_in,clear_in,none
5eea591930ca5f0ddaa75a7f,28,13,clear_in,clear_ex,clear_in,clear_in
5eea591930ca5f0ddaa75a7f,24,14,clear_in,none,clear_ex,clear_in
5eea591930ca5f0ddaa75a7f,29,15,clear_in,none,none,none
5eea591930ca5f0ddaa75a7f,15,16,clear_ex,clear_in,clear_in,none
5eea591930ca5f0ddaa75a7f,11,17,none,clear_in,none,clear_in
5eea591930ca5f0ddaa75a7f,8,18,none,clear_in,none,none
5eea591930ca5f0ddaa75a7f,16,19,ambiguous,clear_in,clear_ex,clear_ex
5eea591930ca5f0ddaa75a7f,20,20,clear_in,none,clear_in,clear_ex
5eea591930ca5f0ddaa75a7f,7,21,clear_in,none,clear_in,clear_in
5eea591930ca5f0ddaa75a7f,6,22,none,clear_ex,clear_in,none
5eea591930ca5f0ddaa75a7f,9,23,clear_in,clear_ex,none,clear_in
5eea591930ca5f0ddaa75a7f,31,24,clear_in,ambiguous,clear_in,clear_in
5eea591930ca5f0ddaa75a7f,12,25,clear_in,clear_ex,clear_in,clear_ex
5eea591930ca5f0ddaa75a7f,19,26,clear_ex,clear_in,clear_in,clear_ex
5eea591930ca5f0ddaa75a7f,30,27,clear_in,none,ambiguous,clear_in
5eea591930ca5f0ddaa75a7f,26,28,none,clear_in,clear_in,clear_in
5eea591930ca5f0ddaa75a7f,17,29,clear_in,ambiguous,clear_in,none
5eea591930ca5f0ddaa75a7f,14,30,ambiguous,none,clear_in,clear_in
5a286558564bdf00016463fc,15,0,clear_ex,clear_in,ambiguous,none
5a286558564bdf00016463fc,17,1,clear_ex,clear_in,clear_ex,clear_in
5a286558564bdf00016463fc,9,2,clear_ex,clear_in,none,clear_in
5a286558564bdf00016463fc,20,3,none,clear_in,ambiguous,clear_in
5a286558564bdf00016463fc,5,4,none,clear_in,ambiguous,clear_ex
5a286558564bdf00016463fc,23,5,ambiguous,ambiguous,clear_in,none
5a286558564bdf00016463fc,31,6,ambiguous,clear_in,clear_ex,none
5a286558564bdf00016463fc,18,7,ambiguous,clear_ex,clear_in,none
5a286558564bdf00016463fc,14,8,ambiguous,none,clear_in,clear_in
5a286558564bdf00016463fc,30,9,ambiguous,ambiguous,clear_in,clear_in
5a286558564bdf00016463fc,10,10,none,ambiguous,clear_in,none
5a286558564bdf00016463fc,19,11,none,clear_in,none,none
5a286558564bdf00016463fc,28,12,clear_ex,none,clear_in,none
5a286558564bdf00016463fc,6,13,none,clear_in,clear_in,clear_in
5a286558564bdf00016463fc,25,14,clear_in,clear_in,ambiguous,none
5a286558564bdf00016463fc,11,15,clear_in,clear_in,clear_ex,clear_ex
5a286558564bdf00016463fc,4,16,clear_in,clear_ex,none,none
5a286558564bdf00016463fc,1,17,clear_in,clear_ex,none,clear_in
5a286558564bdf00016463fc,16,18,clear_in,none,clear_in,clear_in
5a286558564bdf00016463fc,8,19,clear_in,ambiguous,clear_ex,clear_in
5a286558564bdf00016463fc,26,20,none,ambiguous,clear_in,clear_ex
5a286558564bdf00016463fc,3,21,ambiguous,clear_in,clear_in,clear_in
5a286558564bdf00016463fc,21,22,clear_in,clear_in,clear_ex,clear_in
5a286558564bdf00016463fc,12,23,clear_in,clear_in,clear_in,none
5a286558564bdf00016463fc,22,24,clear_in,ambiguous,clear_in,none
5a286558564bdf00016463fc,13,25,clear_in,ambiguous,clear_in,clear_in
5a286558564bdf00016463fc,24,26,ambiguous,clear_in,clear_in,clear_ex
5a286558564bdf00016463fc,27,27,ambiguous,clear_ex,clear_in,clear_ex
5a286558564bdf00016463fc,29,28,clear_in,none,ambiguous,clear_in
5a286558564bdf00016463fc,2,29,ambiguous,clear_in,ambiguous,none
5a286558564bdf00016463fc,7,30,none,clear_in,none,clear_in
60e4c09a4b30f16f5a1053e7,24,0,clear_in,clear_in,clear_in,clear_ex
60e4c09a4b30f16f5a1053e7,2,1,clear_in,clear_ex,clear_ex,clear_in
60e4c09a4b30f16f5a1053e7,30,2,clear_ex,clear_in,clear_in,none
60e4c09a4b30f16f5a1053e7,14,3,clear_in,clear_in,clear_in,clear_in
60e4c09a4b30f16f5a1053e7,18,4,ambiguous,clear_in,clear_ex,clear_ex
60e4c09a4b30f16f5a1053e7,1,5,clear_ex,ambiguous,clear_in,clear_ex
60e4c09a4b30f16f5a1053e7,27,6,clear_in,clear_ex,clear_in,none
60e4c09a4b30f16f5a1053e7,23,7,ambiguous,clear_in,ambiguous,none
60e4c09a4b30f16f5a1053e7,19,8,clear_ex,clear_in,ambiguous,clear_ex
60e4c09a4b30f16f5a1053e7,11,9,clear_in,ambiguous,ambiguous,clear_ex
60e4c09a4b30f16f5a1053e7,5,10,clear_in,clear_ex,ambiguous,clear_in
60e4c09a4b30f16f5a1053e7,17,11,clear_in,none,ambiguous,clear_ex
60e4c09a4b30f16f5a1053e7,20,12,ambiguous,clear_in,clear_ex,clear_in
60e4c09a4b30f16f5a1053e7,4,13,none,clear_in,clear_ex,none
60e4c09a4b30f16f5a1053e7,6,14,clear_in,ambiguous,clear_ex,none
60e4c09a4b30f16f5a1053e7,29,15,none,clear_in,none,clear_ex
60e4c09a4b30f16f5a1053e7,8,16,clear_in,clear_in,clear_ex,clear_ex
60e4c09a4b30f16f5a1053e7,13,17,clear_in,none,clear_in,clear_in
60e4c09a4b30f16f5a1053e7,21,18,clear_ex,clear_in,none,none
60e4c09a4b30f16f5a1053e7,7,19,ambiguous,clear_in,ambiguous,clear_ex
60e4c09a4b30f16f5a1053e7,26,20,clear_ex,none,clear_in,clear_in
60e4c09a4b30f16f5a1053e7,25,21,clear_in,ambiguous,clear_in,none
60e4c09a4b30f16f5a1053e7,16,22,ambiguous,ambiguous,clear_in,none
60e4c09a4b30f16f5a1053e7,31,23,clear_in,clear_in,clear_ex,clear_in
60e4c09a4b30f16f5a1053e7,22,24,clear_in,ambiguous,ambiguous,clear_in
60e4c09a4b30f16f5a1053e7,15,25,clear_ex,clear_in,none,clear_in
60e4c09a4b30f16f5a1053e7,3,26,clear_ex,clear_in,ambiguous,clear_in
60e4c09a4b30f16f5a1053e7,10,27,clear_in,none,clear_in,none
60e4c09a4b30f16f5a1053e7,9,28,none,none,clear_in,none
60e4c09a4b30f16f5a1053e7,28,29,none,clear_in,clear_in,clear_ex
60e4c09a4b30f16f5a1053e7,12,30,clear_in,clear_in,clear_ex,none
63f688aaa4a19c78ebdfc479,18,0,clear_in,ambiguous,ambiguous,clear_ex
63f688aaa4a19c78ebdfc479,15,1,clear_in,none,clear_in,clear_in
63f688aaa4a19c78ebdfc479,13,2,clear_in,clear_in,ambiguous,clear_in
63f688aaa4a19c78ebdfc479,28,3,ambiguous,clear_in,clear_ex,none
63f688aaa4a19c78ebdfc479,16,4,ambiguous,clear_ex,clear_in,clear_ex
63f688aaa4a19c78ebdfc479,20,5,clear_in,clear_in,clear_in,clear_ex
63f688aaa4a19c78ebdfc479,7,6,clear_in,ambiguous,none,clear_in
63f688aaa4a19c78ebdfc479,9,7,ambiguous,clear_ex,clear_in,none
63f688aaa4a19c78ebdfc479,30,8,none,none,clear_in,clear_ex
63f688aaa4a19c78ebdfc479,5,9,clear_in,clear_in,clear_ex,clear_in
63f688aaa4a19c78ebdfc479,2,10,clear_ex,clear_in,ambiguous,clear_in
63f688aaa4a19c78ebdfc479,19,11,clear_in,clear_ex,clear_in,none
63f688aaa4a19c78ebdfc479,21,12,clear_in,clear_in,clear_ex,none
63f688aaa4a19c78ebdfc479,29,13,clear_ex,clear_in,none,none
63f688aaa4a19c78ebdfc479,8,14,clear_in,clear_ex,clear_ex,clear_in
63f688aaa4a19c78ebdfc479,24,15,clear_in,none,none,none
63f688aaa4a19c78ebdfc479,17,16,clear_in,clear_ex,ambiguous,clear_in
63f688aaa4a19c78ebdfc479,10,17,clear_ex,ambiguous,clear_in,clear_in
63f688aaa4a19c78ebdfc479,6,18,clear_ex,none,clear_in,none
63f688aaa4a19c78ebdfc479,11,19,clear_in,ambiguous,ambiguous,none
63f688aaa4a19c78ebdfc479,26,20,clear_in,none,none,clear_in
63f688aaa4a19c78ebdfc479,25,21,ambiguous,clear_in,clear_in,clear_in
63f688aaa4a19c78ebdfc479,4,22,ambiguous,clear_in,ambiguous,clear_in
63f688aaa4a19c78ebdfc479,1,23,clear_in,ambiguous,none,clear_ex
63f688aaa4a19c78ebdfc479,23,24,clear_in,none,ambiguous,clear_ex
63f688aaa4a19c78ebdfc479,27,25,ambiguous,clear_in,clear_in,none
63f688aaa4a19c78ebdfc479,12,26,none,clear_in,clear_in,clear_ex
63f688aaa4a19c78ebdfc479,14,27,ambiguous,clear_in,none,none
63f688aaa4a19c78ebdfc479,31,28,clear_in,none,none,clear_ex
63f688aaa4a19c78ebdfc479,22,29,clear_ex,clear_in,none,clear_in
63f688aaa4a19c78ebdfc479,3,30,none,clear_in,ambiguous,none
6101b52e7931fdb0317a9ae7,8,0,clear_in,ambiguous,clear_in,clear_ex
6101b52e7931fdb0317a9ae7,31,1,clear_ex,clear_in,none,none
6101b52e7931fdb0317a9ae7,1,2,ambiguous,clear_ex,clear_in,clear_in
6101b52e7931fdb0317a9ae7,19,3,clear_in,clear_ex,clear_ex,clear_in
6101b52e7931fdb0317a9ae7,14,4,clear_in,none,none,none
6101b52e7931fdb0317a9ae7,27,5,none,clear_ex,clear_in,clear_in
6101b52e7931fdb0317a9ae7,25,6,clear_in,clear_in,clear_in,clear_ex
6101b52e7931fdb0317a9ae7,6,7,none,clear_in,clear_in,clear_ex
6101b52e7931fdb0317a9ae7,15,8,clear_in,none,ambiguous,clear_in
6101b52e7931fdb0317a9ae7,12,9,ambiguous,clear_in,clear_in,clear_ex
6101b52e7931fdb0317a9ae7,20,10,ambiguous,clear_in,clear_ex,clear_in
6101b52e7931fdb0317a9ae7,24,11,clear_in,clear_ex,ambiguous,clear_ex
6101b52e7931fdb0317a9ae7,16,12,ambiguous,ambiguous,clear_in,clear_ex
6101b52e7931fdb0317a9ae7,23,13,clear_ex,clear_in,clear_in,none
6101b52e7931fdb0317a9ae7,13,14,clear_ex,none,clear_in,clear_in
6101b52e7931fdb0317a9ae7,5,15,clear_in,clear_in,ambiguous,clear_in
6101b52e7931fdb0317a9ae7,18,16,ambiguous,none,clear_in,clear_in
6101b52e7931fdb0317a9ae7,11,17,none,clear_in,none,clear_ex
6101b52e7931fdb0317a9ae7,3,18,clear_in,none,clear_ex,none
6101b52e7931fdb0317a9ae7,9,19,clear_ex,clear_in,ambiguous,clear_ex
6101b52e7931fdb0317a9ae7,28,20,ambiguous,none,clear_in,clear_ex
6101b52e7931fdb0317a9ae7,26,21,clear_in,clear_ex,ambiguous,clear_in
6101b52e7931fdb0317a9ae7,7,22,clear_ex,clear_in,clear_ex,clear_in
6101b52e7931fdb0317a9ae7,22,23,clear_in,clear_ex,none,clear_in
6101b52e7931fdb0317a9ae7,30,24,clear_in,clear_in,clear_in,clear_in
6101b52e7931fdb0317a9ae7,21,25,clear_ex,clear_in,clear_in,clear_in
6101b52e7931fdb0317a9ae7,17,26,ambiguous,clear_in,ambiguous,clear_in
6101b52e7931fdb0317a9ae7,2,27,clear_in,ambiguous,clear_ex,none
6101b52e7931fdb0317a9ae7,29,28,ambiguous,clear_in,clear_ex,clear_ex
6101b52e7931fdb0317a9ae7,4,29,clear_in,ambiguous,ambiguous,none
6101b52e7931fdb0317a9ae7,10,30,ambiguous,clear_in,clear_in,clear_in
63971ce5ac05acbcf187d303,27,0,ambiguous,clear_in,clear_ex,none
63971ce5ac05acbcf187d303,18,1,clear_in,clear_in,clear_ex,clear_ex
63971ce5ac05acbcf187d303,1,2,clear_ex,clear_in,ambiguous,clear_ex
63971ce5ac05acbcf187d303,6,3,clear_in,none,clear_in,clear_ex
63971ce5ac05acbcf187d303,30,4,clear_in,none,none,none
63971ce5ac05acbcf187d303,19,5,ambiguous,clear_in,clear_in,clear_ex
63971ce5ac05acbcf187d303,28,6,clear_in,ambiguous,ambiguous,none
63971ce5ac05acbcf187d303,7,7,none,ambiguous,clear_in,clear_ex
63971ce5ac05acbcf187d303,3,8,clear_in,ambiguous,none,clear_ex
63971ce5ac05acbcf187d303,23,9,clear_in,clear_ex,ambiguous,none
63971ce5ac05acbcf187d303,22,10,clear_in,none,ambiguous,none
63971ce5ac05acbcf187d303,24,11,ambiguous,clear_in,clear_in,clear_in
63971ce5ac05acbcf187d303,2,12,clear_in,ambiguous,clear_in,clear_ex
63971ce5ac05acbcf187d303,5,13,ambiguous,clear_ex,clear_in,clear_ex
63971ce5ac05acbcf187d303,13,14,clear_ex,ambiguous,clear_in,clear_in
63971ce5ac05acbcf187d303,11,15,clear_ex,clear_in,clear_in,none
63971ce5ac05acbcf187d303,12,16,ambiguous,ambiguous,clear_in,clear_in
63971ce5ac05acbcf187d303,25,17,clear_in,clear_ex,none,none
63971ce5ac05acbcf187d303,31,18,none,none,clear_in,clear_in
63971ce5ac05acbcf187d303,21,19,clear_in,none,ambiguous,clear_in
63971ce5ac05acbcf187d303,16,20,clear_in,none,none,clear_in
63971ce5ac05acbcf187d303,8,21,clear_in,ambiguous,clear_ex,none
63971ce5ac05acbcf187d303,14,22,ambiguous,clear_in,ambiguous,clear_in
63971ce5ac05acbcf187d303,10,23,clear_ex,clear_in,clear_in,clear_ex
63971ce5ac05acbcf187d303,9,24,clear_ex,ambiguous,clear_in,none
63971ce5ac05acbcf187d303,26,25,ambiguous,none,clear_in,clear_ex
63971ce5ac05acbcf187d303,20,26,ambiguous,clear_in,clear_in,none
63971ce5ac05acbcf187d303,17,27,clear_ex,clear_ex,clear_in,clear_in
63971ce5ac05acbcf187d303,4,28,clear_in,none,clear_in,clear_in
63971ce5ac05acbcf187d303,15,29,clear_in,clear_ex,clear_in,none
63971ce5ac05acbcf187d303,29,30,clear_ex,clear_in,none,none
5dabd2828a78c7001c59eb82,30,0,clear_in,clear_ex,ambiguous,clear_ex
5dabd2828a78c7001c59eb82,5,1,none,clear_in,none,clear_in
5dabd2828a78c7001c59eb82,23,2,clear_ex,clear_in,ambiguous,clear_ex
5dabd2828a78c7001c59eb82,8,3,clear_in,clear_in,clear_in,clear_in
5dabd2828a78c7001c59eb82,31,4,clear_ex,clear_in,none,clear_in
5dabd2828a78c7001c59eb82,10,5,clear_in,none,ambiguous,clear_ex
5dabd2828a78c7001c59eb82,2,6,clear_in,clear_in,none,clear_in
5dabd2828a78c7001c59eb82,17,7,ambiguous,clear_in,clear_in,clear_in
5dabd2828a78c7001c59eb82,18,8,ambiguous,clear_in,ambiguous,clear_ex
5dabd2828a78c7001c59eb82,25,9,none,clear_in,ambiguous,clear_in
5dabd2828a78c7001c59eb82,4,10,clear_in,ambiguous,none,clear_ex
5dabd2828a78c7001c59eb82,29,11,clear_in,clear_in,none,none
5dabd2828a78c7001c59eb82,7,12,ambiguous,clear_in,ambiguous,none
5dabd2828a78c7001c59eb82,9,13,none,clear_ex,clear_in,none
5dabd2828a78c7001c59eb82,22,14,none,none,clear_in,clear_in
5dabd2828a78c7001c59eb82,14,15,clear_ex,clear_ex,clear_in,clear_in
5dabd2828a78c7001c59eb82,12,16,ambiguous,ambiguous,clear_in,clear_ex
